media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
2;2;1;0;0;40;39,9;38,5;39,7;40,3;0,7;92,3;633,0;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,7;40,4;0,5;95,1;322,3;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,8;40,3;0,7;100,7;174,6;0;6;30,000
3;2;3;1;4;40;39,8;37,9;39,7;41,3;1,4;99,9;6226,9;0;6;30,000
1;2;1;0;0;40;39,9;39,3;39,7;40,3;0,4;96,9;341,1;0;6;30,000
3;2;1;0;0;35;34,9;33,9;34,7;36,1;0,9;94,5;6026,2;0;6;30,000
3;2;1;0;0;35;34,8;33,1;34,8;36,9;1,3;99,5;6018,6;0;6;30,000
2;2;1;0;0;40;39,8;38,2;39,4;40,5;1,1;163,5;631,7;0;6;30,000
2;2;3;1;4;40;39,9;39,5;39,7;40,1;0,2;77,1;165,6;0;6;30,000
1;2;2;1;0;40;39,9;39,2;39,8;41,2;0,8;106,5;174,7;0;6;30,000
2;2;3;1;4;40;39,9;39,4;39,8;40,0;0,3;91,8;165,7;0;6;30,000
1;2;3;1;4;40;39,9;39,4;39,8;40,3;0,4;82,3;93,1;0;6;30,000
1;2;1;0;0;40;39,9;39,4;39,8;40,3;0,4;97,3;341,5;0;6;30,000
2;2;3;1;4;40;39,9;39,4;39,8;40,3;0,3;92,3;165,4;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,8;35,1;0,6;96,8;6023,7;0;6;30,000
2;2;3;1;4;40;39,9;39,1;39,9;40,6;0,6;80,4;165,8;0;6;30,000
2;2;2;1;0;40;39,9;34,8;39,8;44,0;3,3;135,6;322,1;0;6;30,000
2;2;3;1;4;40;39,9;39,6;39,8;40,1;0,2;78,8;165,6;0;6;30,000
1;2;2;1;0;40;39,9;38,9;39,8;40,3;0,5;94,4;174,4;0;6;30,000
2;2;1;0;0;40;39,8;38,0;39,8;41,3;1,2;158,3;632,1;0;6;30,000
1;2;2;1;0;40;39,9;39,3;39,8;40,5;0,4;93,5;174,5;0;6;30,000
1;2;2;1;0;40;39,9;39,1;39,8;40,1;0,4;90,3;174,5;0;6;30,000
3;2;1;0;0;35;34,8;33,6;34,8;35,3;0,6;98,5;6015,3;0;6;30,000
1;2;3;1;4;40;39,9;39,2;39,8;40,6;0,5;82,3;93,0;0;6;30,000
1;2;2;1;0;40;39,9;39,2;39,7;40,1;0,4;93,5;174,6;0;6;30,000
3;2;3;1;4;40;39,8;38,6;39,7;40,1;0,6;93,3;6228,6;0;6;30,000
2;2;2;1;0;40;39,9;36,7;39,9;42,3;2,0;98,2;321,9;0;6;30,000
2;2;1;0;0;40;39,8;38,8;39,7;40,6;0,6;134,1;632,2;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,7;35,1;0,6;99,7;6025,9;0;6;30,000
3;2;3;1;4;40;39,7;38,7;39,6;40,1;0,6;98,8;6212,5;0;6;30,000
2;2;1;0;0;40;39,9;38,9;39,8;40,6;0,6;103,3;632,6;0;6;30,000
2;2;3;1;4;40;39,9;39,1;39,8;40,3;0,5;80,6;165,8;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,8;40,3;0,7;89,3;174,4;0;6;30,000
1;2;1;0;0;40;39,9;38,9;39,8;41,2;0,8;102,7;341,1;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,8;0,7;94,6;5647,7;0;6;30,000
3;2;3;1;4;40;39,9;38,4;39,7;40,2;0,8;97,2;6238,5;0;6;30,000
1;2;2;1;0;40;39,9;38,8;39,7;40,3;0,6;90,1;174,4;0;6;30,000
1;2;2;1;0;40;39,9;38,8;39,7;40,6;0,7;104,9;174,5;0;6;30,000
3;2;2;1;0;35;34,8;34,0;34,7;36,0;0,7;113,6;5640,2;0;6;30,000
3;2;2;1;0;35;34,8;33,9;34,7;35,5;0,6;86,3;5649,9;0;6;30,000
1;2;1;0;0;40;39,9;39,1;39,7;40,3;0,5;95,3;341,3;0;6;30,000
3;2;3;1;4;40;39,8;38,7;39,7;40,1;0,6;99,9;6231,9;0;6;30,000
1;2;3;1;4;40;39,9;39,0;39,8;40,3;0,5;83,4;93,0;0;6;30,000
3;2;1;0;0;35;34,8;33,7;34,8;35,6;0,7;93,1;6020,2;0;6;30,000
2;2;2;1;0;40;39,9;38,5;39,7;40,1;0,6;90,1;321,7;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,7;35,2;0,6;90,5;5644,2;0;6;30,000
3;2;1;0;0;35;34,8;33,8;34,8;35,5;0,7;88,6;6020,7;0;6;30,000
2;2;1;0;0;40;39,9;38,9;39,8;40,3;0,6;92,9;632,9;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,8;35,8;0,7;95,0;6023,4;0;6;30,000
2;2;1;0;0;40;39,9;38,0;39,8;40,8;1,1;100,1;632,4;0;6;30,000
3;2;3;1;4;40;39,8;38,4;39,7;40,3;0,8;93,8;6230,8;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,1;0,6;89,8;5650,7;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,1;0,6;91,6;5650,4;0;6;30,000
1;2;1;0;0;40;39,9;38,9;39,8;40,3;0,6;94,3;341,1;0;6;30,000
1;2;3;1;4;40;39,9;39,3;39,8;40,1;0,3;82,2;93,0;0;6;30,000
1;2;3;1;4;40;39,9;39,1;39,8;40,3;0,5;79,4;93,0;0;6;30,000
2;2;1;0;0;40;39,9;38,4;39,7;40,1;0,7;152,7;632,7;0;6;30,000
1;2;3;1;4;40;39,9;39,3;39,8;40,3;0,4;77,7;93,0;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,7;40,1;0,5;92,8;321,6;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,8;35,3;0,7;101,4;6025,0;0;6;30,000
3;2;1;0;0;35;34,8;33,3;34,8;36,7;1,3;96,8;6019,6;0;6;30,000
2;2;3;1;4;40;39,9;39,4;39,8;40,2;0,3;83,3;165,8;0;6;30,000
3;2;1;0;0;35;34,8;33,2;34,7;35,8;0,9;98,9;6014,6;0;6;30,000
2;2;1;0;0;40;37,4;0,2;19,1;39,9;20,1;136,1;287,9;107,972270363951;6;30,000
3;2;3;1;4;40;39,9;38,6;39,7;40,1;0,6;98,8;6237,0;0;6;30,000
1;2;3;1;4;40;39,9;39,5;39,8;40,1;0,3;81,2;93,0;0;6;30,000
3;2;1;0;0;35;34,9;33,5;34,8;35,6;0,7;92,2;6032,0;0;6;30,000
3;2;3;1;4;40;39,9;38,7;39,5;40,4;0,7;107,7;6240,6;0;6;30,000
1;2;2;1;0;40;39,9;38,7;39,7;40,3;0,6;107,2;174,3;0;6;30,000
1;2;3;1;4;40;39,9;39,1;39,8;40,3;0,4;84,2;93,2;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,6;35,1;0,5;87,1;5655,0;0;6;30,000
1;2;3;1;4;40;39,9;39,3;39,7;40,1;0,3;82,6;93,0;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,7;35,3;0,6;94,2;5662,4;0;6;30,000
3;2;3;1;4;40;39,8;38,7;39,7;40,1;0,6;89,4;6232,0;0;6;30,000
3;2;3;1;4;40;39,8;38,7;39,6;40,6;0,8;94,7;6234,1;0;6;30,000
1;2;1;0;0;40;39,9;39,2;39,8;40,4;0,5;91,9;341,3;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,8;40,4;0,5;93,7;321,9;0;6;30,000
3;2;3;1;4;40;39,8;37,0;39,7;41,6;1,5;112,5;6221,8;0;6;30,000
3;2;1;0;0;35;34,8;33,0;34,8;36,2;1,1;97,2;6017,6;0;6;30,000
1;2;2;1;0;40;39,9;39,2;39,8;40,6;0,6;101,2;174,4;0;6;30,000
3;2;1;0;0;35;34,8;32,1;34,8;37,4;1,9;107,6;6014,6;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,7;35,1;0,5;89,1;5655,6;0;6;30,000
2;2;1;0;0;40;39,9;38,7;39,9;40,6;0,7;96,1;632,8;0;6;30,000
3;2;3;1;4;40;39,9;37,8;39,4;40,6;1,2;102,1;6237,5;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,1;0,6;86,5;5651,7;0;6;30,000
2;2;3;1;4;40;39,9;39,3;39,8;40,6;0,4;82,6;165,6;0;6;30,000
1;2;1;0;0;40;39,9;38,8;39,8;41,2;1,0;125,8;341,4;0;6;30,000
3;2;2;1;0;35;34,9;33,0;34,8;36,2;1,3;88,0;5659,5;0;6;30,000
3;2;3;1;4;40;39,8;38,5;39,7;40,7;0,9;91,8;6231,3;0;6;30,000
2;2;3;1;4;40;39,9;39,3;39,8;40,4;0,5;85,4;165,4;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,8;35,4;0,6;95,8;5660,9;0;6;30,000
3;2;2;1;0;35;34,9;33,3;34,3;35,1;0,8;117,5;5654,8;0;6;30,000
2;2;1;0;0;40;37,5;0,0;0,0;0,0;0,0;1693,1;16,6;4700;6;30,000
3;2;1;0;0;35;34,8;33,9;34,7;35,1;0,5;84,3;6017,1;0;6;30,000
2;2;1;0;0;40;39,8;39,0;39,8;41,2;0,8;103,9;631,7;0;6;30,000
2;2;3;1;4;40;39,9;39,0;39,8;40,3;0,5;81,0;165,5;0;6;30,000
2;2;1;0;0;40;39,9;39,3;39,8;40,6;0,5;99,5;633,0;0;6;30,000
1;2;1;0;0;40;39,8;39,2;39,8;41,4;0,9;124,0;340,1;0;6;30,000
2;2;2;1;0;40;39,9;39,4;39,8;40,3;0,4;99,6;321,7;0;6;30,000
3;2;1;0;0;35;34,9;33,8;34,7;35,3;0,6;93,5;6030,6;0;6;30,000
1;2;2;1;0;40;39,8;38,2;39,7;40,8;1,1;112,2;174,1;0;6;30,000
2;2;3;1;4;40;40,0;38,9;39,9;40,4;0,6;81,3;165,8;0;6;30,000
1;2;1;0;0;40;39,9;39,2;39,8;40,9;0,7;92,6;341,3;0;6;30,000
1;2;2;1;0;40;39,7;39,3;39,6;39,9;0,3;136,7;173,8;0;6;30,000
2;2;2;1;0;40;39,9;38,5;39,7;40,3;0,7;94,7;321,6;0;6;30,000
2;2;3;1;4;40;39,9;39,6;39,8;40,2;0,2;88,1;165,4;0;6;30,000
2;2;2;1;0;40;38,3;19,7;28,0;33,7;6,4;1478,2;229,9;34,9831271091114;6;30,000
3;2;3;1;4;40;39,8;38,7;39,7;40,3;0,6;96,3;6228,0;0;6;30,000
2;2;2;1;0;40;39,8;38,1;39,7;42,0;1,6;124,8;321,3;0;6;30,000
1;2;2;1;0;40;39,9;38,7;39,8;40,3;0,6;88,5;174,4;0;6;30,000
2;2;1;0;0;40;39,9;38,6;39,8;40,3;0,7;93,2;632,7;0;6;30,000
1;2;2;1;0;40;39,9;38,8;39,8;40,4;0,7;89,7;174,6;0;6;30,000
2;2;3;1;4;40;40,0;39,0;39,8;40,4;0,6;87,8;165,9;0;6;30,000
2;2;3;1;4;40;39,9;39,3;39,8;40,3;0,4;78,2;165,6;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,7;40,1;0,6;100,1;174,6;0;6;30,000
2;2;3;1;4;40;39,9;39,5;39,8;40,3;0,3;83,4;165,6;0;6;30,000
2;2;1;0;0;40;39,9;38,7;39,6;40,1;0,5;141,1;632,6;0;6;30,000
2;2;2;1;0;40;39,9;34,0;39,7;44,9;3,9;152,2;321,9;0;6;30,000
2;2;1;0;0;40;39,8;38,8;39,8;40,8;0,6;96,0;631,5;0;6;30,000
1;2;2;1;0;40;39,9;38,8;39,7;40,1;0,5;115,7;174,3;0;6;30,000
2;2;1;0;0;40;39,9;39,2;39,9;40,8;0,7;92,7;632,3;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,7;40,1;0,5;87,9;321,6;0;6;30,000
2;2;2;1;0;40;39,9;37,9;39,8;41,0;1,3;101,7;322,0;0;6;30,000
3;2;3;1;4;40;39,8;38,2;39,8;40,7;0,9;98,5;6221,9;0;6;30,000
3;2;2;1;0;35;34,9;33,7;34,8;35,1;0,6;92,1;5654,1;0;6;30,000
3;2;1;0;0;35;34,8;33,7;34,7;35,2;0,5;100,8;6010,4;0;6;30,000
1;2;2;1;0;40;39,9;38,5;39,7;40,6;0,9;101,8;174,4;0;6;30,000
3;2;3;1;4;40;39,8;38,6;39,7;41,1;1,0;98,9;6232,9;0;6;30,000
1;2;1;0;0;40;39,9;38,5;39,7;41,5;1,1;95,2;341,3;0;6;30,000
1;2;1;0;0;40;39,9;39,4;39,9;40,8;0,5;104,9;341,0;0;6;30,000
3;2;2;1;0;35;34,8;32,9;34,8;35,9;1,1;89,2;5650,0;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,7;40,1;0,4;95,5;322,3;0;6;30,000
2;2;3;1;4;40;39,9;39,3;39,7;40,3;0,4;79,5;165,7;0;6;30,000
3;2;2;1;0;35;34,9;33,6;34,8;35,2;0,7;92,8;5657,8;0;6;30,000
1;2;2;1;0;40;39,9;39,1;39,7;40,1;0,4;96,9;174,5;0;6;30,000
3;2;1;0;0;35;34,9;32,9;34,7;35,9;1,2;91,3;6032,9;0;6;30,000
1;2;3;1;4;40;39,9;39,6;39,8;40,3;0,3;75,6;93,1;0;6;30,000
3;2;3;1;4;40;39,7;38,6;39,7;40,3;0,6;91,2;6220,3;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,9;35,4;0,6;101,1;5649,3;0;6;30,000
1;2;1;0;0;40;39,9;39,3;39,7;40,3;0,4;92,7;341,5;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,6;36,4;1,1;109,2;5655,6;0;6;30,000
3;2;1;0;0;35;34,8;34,2;34,8;35,2;0,4;89,2;6019,9;0;6;30,000
2;2;2;1;0;40;39,9;39,2;39,7;40,1;0,3;96,6;321,9;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,7;40,1;0,5;93,3;321,7;0;6;30,000
1;2;2;1;0;40;39,9;39,2;39,7;40,3;0,5;92,1;174,6;0;6;30,000
3;2;1;0;0;35;34,9;34,2;34,8;35,1;0,3;94,5;6022,5;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,1;0,6;88,1;5648,4;0;6;30,000
2;2;2;1;0;40;37,5;0,0;2,9;17,0;6,9;617,5;26,2;1279,31034482759;6;30,000
2;2;2;1;0;40;39,9;38,2;39,8;40,7;0,9;98,9;322,1;0;6;30,000
3;2;2;1;0;35;34,9;33,7;34,7;35,3;0,6;92,7;5653,3;0;6;30,000
3;2;3;1;4;40;39,9;38,7;39,7;40,1;0,6;101,9;6239,6;0;6;30,000
3;2;3;1;4;40;39,8;37,1;39,7;41,7;1,7;98,3;6231,2;0;6;30,000
3;2;3;1;4;40;37,4;0,0;0,0;0,0;0,0;0,0;5,0;101;6;30,000
3;2;2;1;0;35;34,9;33,2;34,8;35,8;0,9;111,7;5659,7;0;6;30,000
2;2;2;1;0;40;39,9;38,6;39,8;41,6;1,1;114,9;321,6;0;6;30,000
2;2;1;0;0;40;37,5;0,0;0,0;0,0;0,0;0,0;4,3;101;6;30,000
1;2;1;0;0;40;37,5;0,0;25,0;39,7;18,0;171,4;202,5;59,5744680851064;6;30,000
2;2;1;0;0;40;39,9;38,6;39,8;40,6;0,7;151,9;632,8;0;6;30,000
1;2;1;0;0;40;39,8;38,4;39,7;40,5;0,8;91,5;340,7;0;6;30,000
2;2;3;1;4;40;39,9;39,1;39,8;40,1;0,4;78,6;165,5;0;6;30,000
1;2;2;1;0;40;39,9;38,9;39,8;40,3;0,5;91,3;174,3;0;6;30,000
2;2;3;1;4;40;39,9;39,4;39,9;40,6;0,5;81,9;165,7;0;6;30,000
3;2;3;1;4;40;39,9;36,7;39,8;41,9;1,9;112,4;6238,9;0;6;30,000
3;2;2;1;0;35;34,9;33,8;34,8;35,1;0,5;91,5;5657,1;0;6;30,000
2;2;1;0;0;40;39,9;39,2;39,7;40,3;0,5;88,1;633,0;0;6;30,000
1;2;2;1;0;40;39,9;38,6;39,8;40,6;0,8;101,5;174,4;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,7;41,0;0,8;94,9;322,0;0;6;30,000
1;2;1;0;0;40;39,9;38,8;39,9;40,6;0,8;97,0;341,5;0;6;30,000
1;2;2;1;0;40;39,9;39,2;39,8;40,3;0,5;94,6;174,7;0;6;30,000
3;2;2;1;0;35;34,9;33,2;34,8;36,2;1,0;93,6;5653,5;0;6;30,000
3;2;2;1;0;35;34,8;33,2;34,8;35,7;0,9;91,0;5646,7;0;6;30,000
1;2;3;1;4;40;39,9;39,5;39,8;40,1;0,2;80,9;93,0;0;6;30,000
3;2;3;1;4;40;39,8;38,7;39,7;40,4;0,7;100,7;6230,4;0;6;30,000
2;2;2;1;0;40;39,9;38,9;39,8;40,7;0,8;106,9;322,1;0;6;30,000
2;2;3;1;4;40;39,9;38,9;39,8;41,4;1,0;88,3;165,5;0;6;30,000
1;2;1;0;0;40;39,9;38,9;39,8;40,7;0,7;92,5;341,1;0;6;30,000
3;2;3;1;4;40;39,8;38,6;39,6;40,1;0,6;90,2;6231,3;0;6;30,000
3;2;2;1;0;35;34,8;33,8;34,8;35,1;0,6;91,7;5649,2;0;6;30,000
3;2;2;1;0;35;34,8;33,7;34,7;35,1;0,6;89,6;5649,2;0;6;30,000
2;2;1;0;0;40;39,9;38,6;39,8;40,3;0,7;92,4;633,2;0;6;30,000
1;2;2;1;0;40;39,9;38,5;39,7;40,3;0,7;104,8;174,4;0;6;30,000
1;2;2;1;0;40;39,8;39,2;39,8;40,3;0,4;96,3;174,2;0;6;30,000
3;2;1;0;0;35;34,9;33,9;34,6;35,1;0,5;89,1;6026,0;0;6;30,000
1;2;1;0;0;40;39,9;38,8;39,8;40,5;0,7;103,3;341,5;0;6;30,000
1;2;3;1;4;40;39,9;38,9;39,8;40,4;0,6;84,2;93,1;0;6;30,000
2;2;1;0;0;40;39,9;37,7;39,8;41,0;1,3;152,7;632,9;0;6;30,000
3;2;2;1;0;35;34,8;33,7;34,8;35,1;0,6;90,1;5645,6;0;6;30,000
2;2;2;1;0;40;39,9;39,0;39,8;40,5;0,6;114,1;321,6;0;6;30,000
3;2;3;1;4;40;39,8;38,6;39,7;40,1;0,6;91,3;6231,3;0;6;30,000
1;2;1;0;0;40;39,9;38,9;39,7;40,5;0,5;92,2;341,3;0;6;30,000
2;2;2;1;0;40;39,9;38,7;39,8;40,3;0,6;92,5;321,7;0;6;30,000
