media_type;environment;resource_data;sub_resource_day;sub_resource_daytime;request_rate_demanded;request_rate;min_reply_rate;avg_reply_rate;max_reply_rate;stddev_reply_rate;avg_response_time;avg_net_io;error_rate;sample_count_reply_rate;duration
1;1;1;0;0;10;10,0;9,5;10,0;10,3;0,2;54,9;85,6;0;59;300,000
1;1;1;0;0;15;15,0;14,2;15,0;16,0;0,4;83,3;128,3;0;59;300,000
1;1;1;0;0;20;20,0;19,5;20,0;20,6;0,3;105,0;171,1;0;59;300,000
1;1;1;0;0;25;24,8;0,0;3,5;25,4;8,1;408,9;14,2;602,9053420806;59;300,000
3;1;3;1;3;10;10,0;0,0;8,3;10,2;3,7;67,1;1146,2;20,5787781350482;59;300,000
3;1;3;1;3;15;15,0;14,5;15,0;15,4;0,2;91,5;2303,9;0;59;300,000
3;1;3;1;3;20;20,0;19,2;20,0;20,8;0,3;120,6;3071,0;0;59;300,000
3;1;3;1;3;25;24,8;0,0;3,0;25,4;7,6;330,8;122,5;723,271130625686;59;300,000
1;1;3;1;3;10;10,0;0,0;9,1;10,3;2,9;52,5;8,0;10,2941176470588;59;300,000
1;1;3;1;3;15;15,0;14,3;15,0;15,6;0,3;81,2;13,9;0;59;300,000
1;1;3;1;3;20;20,0;19,2;20,0;21,4;0,4;99,9;18,6;0;59;300,000
1;1;3;1;3;25;24,8;0,0;5,9;25,6;10,2;391,7;6,5;321,822272215973;59;300,000
3;1;3;1;2;10;10,0;0,0;8,2;12,8;3,8;91,8;1254,0;22,1498371335505;59;300,000
3;1;3;1;2;15;15,0;14,2;15,0;15,5;0,2;92,1;2297,1;0;59;300,000
3;1;3;1;2;20;20,0;19,2;20,0;21,0;0,4;118,9;3062,8;0;59;300,000
3;1;3;1;2;25;24,8;0,0;3,1;25,4;7,7;326,7;136,4;692,811839323467;59;300,000
3;1;3;1;4;10;10,0;0,0;8,5;10,2;3,5;59,0;1203,7;17,0503316426063;59;300,000
3;1;3;1;4;15;15,0;14,6;15,0;15,4;0,2;90,6;2346,6;0;59;300,000
3;1;3;1;4;20;20,0;18,7;20,0;20,8;0,3;123,4;3127,8;0;59;300,000
3;1;3;1;4;25;24,8;0,0;3,0;25,0;7,6;295,6;122,1;723,271130625686;59;300,000
2;1;3;1;1;10;10,0;0,0;8,6;10,2;3,5;54,3;19,6;16,7315175097276;59;300,000
2;1;3;1;1;15;14,9;0,0;13,9;15,6;3,9;80,4;34,4;7,83608914450036;59;300,000
2;1;3;1;1;20;20,0;0,0;17,8;22,8;6,4;131,2;44,4;12,4227093872962;59;300,000
2;1;3;1;1;25;24,8;0,0;6,1;28,8;10,5;377,6;12,6;306,724511930586;59;300,000
2;1;3;1;4;10;10,0;0,0;8,5;10,2;3,5;57,5;32,1;17,6932130247156;59;300,000
2;1;3;1;4;15;15,0;7,0;14,9;18,6;1,3;116,3;61,7;0,896860986547085;59;300,000
2;1;3;1;4;20;20,0;19,2;20,0;20,4;0,2;105,5;83,0;0;59;300,000
2;1;3;1;4;25;24,8;0,0;5,3;25,5;9,8;406,1;15,7;370,514429109159;59;300,000
1;1;2;2;0;10;10,0;0,0;9,0;10,2;3,0;45,1;36,7;11,5241635687732;59;300,000
1;1;2;2;0;15;15,0;14,5;15,0;15,3;0,3;63,9;67,1;0;59;300,000
1;1;2;2;0;20;20,0;19,3;20,0;20,6;0,3;86,0;89,5;0;59;300,000
1;1;2;2;0;25;24,8;0,0;5,5;25,5;9,9;311,2;17,6;348,028673835125;59;300,000
3;1;2;2;0;10;10,0;0,0;9,4;13,0;2,6;52,8;1373,5;6,6477070742979;59;300,000
3;1;2;2;0;15;15,0;7,9;14,9;19,4;1,3;122,0;2413,9;0,851636037651277;59;300,000
3;1;2;2;0;20;20,0;19,0;20,0;21,0;0,3;101,0;3245,6;0;59;300,000
